DIRECTORIO,NOMBRE_LOCALIDAD,NOMBRE_ESTRATO,NVCBP4,NVCBP14A,NVCBP14D,NVCBP14E,NVCBP14G,NVCBP15A,NVCBP15C,NVCBP15F,NVCBP15G,NVCBP16A3,NVCBP16A4,NPCKP17,NPCKP18,NPCKP23,NPCKP44A,NPCKPN62A,NPCKPN62B,NPCKP64A,NPCKP64E,NHCCP3,NHCCP6,NHCCP7,NHCCP8_1,NHCCP8_2,NHCCP8_3,NHCCP8_6,NHCCP8_7,NHCCP8_8,NHCCP8_9,NHCCP9,NHCCP11,NHCCP11A,NHCCP12,NHCCP41,NHCCP41A,NHCCP47A,NHCCP47B,NHCLP2A,NHCLP2B,NHCLP2C,NHCLP2E,NHCLP4,NHCLP5,NHCLP8AB,NHCLP8AE,NHCLP10,NHCLP11,NHCLP29_1A,NHCLP29_1C,NHCLP29_1E,NHCLP29_1F,NPCHP4
3005205.0,Los Mártires,Santa Isabel,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2500000.0,7.0,2.0,2500000.0,2,2,1.0,1995.0,2500000.0,,,,,,,,2500000.0,2,,1.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,7.0
3005208.0,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,2,2,2,2,2,1,1,2,2,9,9,2.0,1.0,8000000.0,7.0,1.0,8000000.0,2,2,1.0,2010.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,1,,,2,2,,,,,11.0
3005216.0,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,1,2,2,2,2,2,1,2,2,2,2,1.0,2.0,4000000.0,7.0,2.0,4000000.0,2,2,2.0,99.0,4000000.0,,,,,,,,4000000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,3,2,,,,,9.0
3005225.0,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,2,2,2,2,1,2,2,2,2,2,2,1.0,1.0,,7.0,1.0,,2,1,1.0,2007.0,,,,,,,,,,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,15.0
3005228.0,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,1000000.0,1.0,2.0,1000000.0,2,2,1.0,2021.0,1000000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1000000.0,2,,2.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
3005232.0,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,2,2,2,2,2,1,2,2,2,9,9,1.0,1.0,0.0,7.0,2.0,0.0,2,2,2.0,2012.0,0.0,,,,,,,,0.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,13.0
3005234.0,Usaquén,USAQUÉN: Country Club + Santa Bárbara,1,2,2,2,2,2,1,2,1,1,1,1.0,1.0,8000000.0,7.0,1.0,8000000.0,2,2,1.0,2001.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
3005236.0,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,2,2,2,2,2,2,1,2,2,9,9,1.0,1.0,3300000.0,7.0,2.0,3300000.0,2,2,1.0,99.0,3300000.0,,,,,,,,3300000.0,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,3,2,,,,,13.0
3005238.0,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,,7.0,1.0,,2,2,1.0,2010.0,,,,,,,,,,2,,2.0,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,15.0
3005263.0,Chapinero,CHAPINERO: Chicó Lago + El Refugio,1,2,2,2,2,1,2,2,2,2,2,1.0,1.0,6600000.0,7.0,1.0,6600000.0,2,2,1.0,1998.0,6600000.0,,,,,,,,6600000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,7.0
3005269.0,Usaquén,USAQUÉN: Paseo de Los Libertadores + La Uribe,1,2,2,2,2,2,1,2,2,1,1,1.0,1.0,9500000.0,1.0,1.0,9500000.0,2,2,1.0,2019.0,9500000.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,9500000.0,2,,1.0,1,2.0,2,1,2,2,2,2,1,1,,,3,2,,,,,11.0
3005271.0,Usaquén,USAQUÉN: Paseo de Los Libertadores + La Uribe,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,5000000.0,7.0,2.0,5000000.0,2,2,1.0,2016.0,5000000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5000000.0,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,2,2,,,,,9.0
3005306.0,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,1,2,2,2,2,2,1,2,2,2,2,2.0,1.0,,1.0,1.0,,2,2,1.0,2014.0,,,,,,,,,,2,,2.0,2,,1,2,2,2,2,2,2,2,,,3,2,,,,,11.0
3005309.0,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,2,2,2,2,2,2,2,2,2,9,9,2.0,1.0,8000000.0,7.0,2.0,8000000.0,2,2,1.0,2013.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,2,,,3,2,,,,,13.0
3005311.0,Chapinero,CHAPINERO: Chicó Lago + El Refugio,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,5000000.0,1.0,2.0,5000000.0,2,2,1.0,99.0,5000000.0,,,,,,,,5000000.0,2,,2.0,2,,2,2,2,2,2,2,2,2,,,3,2,,,,,9.0
3005312.0,Chapinero,CHAPINERO: Chicó Lago + El Refugio,1,2,2,2,2,1,2,2,2,2,2,1.0,1.0,,7.0,1.0,,2,2,1.0,2014.0,,,,,,,,,,2,,1.0,1,2.0,2,2,2,2,2,2,2,2,,,2,2,,,,,9.0
3005318.0,Usaquén,Usaquén,1,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1800000.0,1.0,2.0,1800000.0,2,2,1.0,2000.0,1800000.0,,,,,,,,1800000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,9.0
3005327.0,Chapinero,CHAPINERO: Chicó Lago + El Refugio,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,12800000.0,7.0,1.0,12800000.0,2,1,2.0,99.0,12800000.0,,,,,,,,12800000.0,2,,1.0,1,2.0,2,2,2,2,2,2,2,1,,,3,2,,,,,11.0
3005328.0,Usaquén,USAQUÉN: Country Club + Santa Bárbara,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,2.0,1.0,99.0,2,2,1.0,2001.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,7.0
3005347.0,Chapinero,CHAPINERO: Chicó Lago + El Refugio,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,1.0,1.0,99.0,2,2,1.0,2021.0,99.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,2,,1.0,1,2.0,2,2,2,2,2,2,1,1,,,3,2,,,,,13.0
3005350.0,Usaquén,Los Cedros,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,6000000.0,7.0,2.0,6000000.0,2,2,1.0,2002.0,6000000.0,,,,,,,,6000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,,,13.0
3005362.0,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,2,2,2,2,1,2,1,2,2,2,2,2.0,1.0,,1.0,1.0,,2,2,1.0,2010.0,,,,,,,,,,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,1,2,,,,,13.0
